LSOA Code,Total
E01003895,4
E01003896,22
E01003897,8
E01003899,1
E01003905,4
E01003906,1
E01003907,1
E01003908,3
E01003909,6
E01003911,28
E01003912,10
E01003913,72
E01003914,33
E01003915,14
E01003916,35
E01003917,13
E01003918,20
E01003919,36
E01003920,14
E01003921,143
E01003922,40
E01003923,23
E01003924,13
E01003925,18
E01003926,17
E01003929,1061
E01003930,139
E01003932,287
E01003933,207
E01003934,588
E01003935,178
E01003936,79
E01003937,147
E01003938,47
E01003939,648
E01003940,42
E01003941,133
E01003942,85
E01003943,38
E01003945,3
E01003946,5
E01003947,3
E01003948,8
E01003949,5
E01003950,1
E01003951,4
E01003952,29
E01003953,73
E01003954,1
E01003955,3
E01003956,2
E01003957,2
E01003958,6
E01003960,154
E01003961,105
E01003963,18
E01003966,69
E01003969,174
E01003971,22
E01003972,14
E01003973,50
E01003975,33
E01003976,75
E01003977,31
E01003979,133
E01003980,80
E01003981,455
E01003983,18
E01003984,47
E01003986,27
E01003987,15
E01003988,34
E01003989,37
E01003990,17
E01003991,11
E01003992,12
E01003993,12
E01003994,69
E01003995,8
E01003997,10
E01003998,44
E01003999,23
E01004000,11
E01004001,7
E01004002,1
E01004003,19
E01004004,13
E01004005,40
E01004006,3
E01004007,9
E01004008,30
E01004010,99
E01004011,17
E01004012,22
E01004013,19
E01004014,13
E01004015,39
E01004016,5
E01004017,1
E01004018,5
E01004019,7
E01004020,7
E01004021,9
E01004023,108
E01004024,43
E01004028,77
E01004029,40
E01004030,32
E01004031,366
E01004032,42
E01004033,116
E01004034,33
E01004035,22
E01004036,26
E01004037,38
E01004038,41
E01004039,20
E01004040,96
E01004041,27
E01004042,41
E01004043,24
E01004044,14
E01004045,15
E01004046,13
E01004047,21
E01004048,26
E01004049,24
E01004050,8
E01004051,53
E01004052,30
E01004053,40
E01004054,21
E01004055,12
E01004056,23
E01004057,47
E01004058,34
E01004059,157
E01004060,50
E01004061,52
E01004062,81
E01004063,26
E01004064,12
E01004065,8
E01004066,17
E01004067,176
E01004068,15
E01004069,17
E01004070,21
E01004071,23
E01004072,18
E01004073,7
E01004074,21
E01004075,23
E01004076,13
E01004077,1
E01004078,1
E01004079,1
E01004080,1
E01004081,1
E01004083,2
E01004085,1
E01004086,6
E01004088,2
E01004089,1
E01004090,3
E01004093,1
E01004094,3
E01004099,9
E01004101,2
E01004102,3
E01004103,2
E01004104,3
E01004105,2
E01004107,2
E01004108,1
E01004109,1
E01004110,3
E01004111,1
E01004112,1
E01004115,2
E01004116,1
E01004118,15
E01004121,5
E01004123,7
E01004124,2
E01004125,1
E01004126,1
E01004127,3
E01004128,3
E01004129,3
E01004130,2
E01004131,1
E01004134,5
E01004137,8
E01004138,1
E01004139,1
E01004140,9
E01004141,2
E01004144,2
E01004145,2
E01004146,3
E01004148,2
E01004149,1
E01004150,2
E01004152,5
E01004153,1
E01004156,7
E01004160,1
E01004164,2
E01004166,4
E01004167,8
E01004169,2
E01004170,6
E01004171,2
E01004173,2
E01004174,1
E01004176,1
E01004177,6
E01004178,40
E01004179,1
E01004181,1
E01004182,4
E01004183,1
E01004184,1
E01004185,1
E01004186,3
E01004187,1
E01004189,1
E01004191,1
E01004192,2
E01004193,1
E01004195,5
E01004196,5
E01004198,16
E01004199,2
E01004200,18
E01004201,17
E01004202,44
E01004203,47
E01004204,13
E01004205,33
E01004206,12
E01004207,72
E01004208,355
E01004209,25
E01004211,50
E01004212,32
E01004214,3
E01004216,3
E01004217,15
E01004218,4
E01004219,32
E01004221,9
E01004222,13
E01004223,52
E01004226,19
E01004228,2
E01004229,23
E01004230,25
E01004231,43
E01004232,74
E01004233,2
E01004234,103
E01004235,25
E01004236,22
E01004237,41
E01004239,13
E01004240,5
E01004241,6
E01004243,17
E01004244,20
E01004245,11
E01004247,33
E01004248,19
E01004249,20
E01004251,33
E01004255,26
E01004256,11
E01004257,26
E01004258,12
E01004259,19
E01004260,6
E01004263,6
E01004264,10
E01004266,5
E01004267,102
E01004268,22
E01004270,71
E01004271,18
E01004272,13
E01004274,2
E01004275,4
E01004276,2
E01004277,48
E01004280,7
E01004281,3
E01004283,14
E01004286,17
E01004287,8
E01004288,13
E01004289,13
E01004290,41
E01004291,10
E01004292,8
E01004293,194
E01004295,19
E01004296,12
E01004297,5
E01004298,17
E01004300,6
E01004301,25
E01004302,44
E01004303,34
E01004304,28
E01004305,17
E01004306,123
E01004307,376
E01004308,15
E01004309,211
E01004310,108
E01004311,57
E01004312,10
E01004313,34
E01004315,37
E01004316,31
E01004319,19
E01004321,40
E01004322,96
E01004323,14
E01004324,6
E01004326,31
E01004327,4
E01004328,11
E01004329,3
E01004330,2
E01004331,4
E01004332,14
E01004333,8
E01004334,12
E01004335,15
E01004336,37
E01004337,9
E01004338,1
E01004339,6
E01004340,5
E01004341,19
E01004342,27
E01004343,3
E01004344,22
E01004345,6
E01004346,8
E01004347,18
E01004348,23
E01004349,1
E01004350,4
E01004351,2
E01004352,4
E01004353,2
E01004354,15
E01004355,1
E01004357,3
E01004358,2
E01004359,3
E01004360,2
E01004361,1
E01004362,12
E01004363,21
E01004364,19
E01004365,35
E01004366,6
E01004367,22
E01004368,9
E01004369,10
E01004370,13
E01004371,5
E01004372,3
E01004373,17
E01004374,6
E01004375,13
E01004376,32
E01004377,2
E01004378,2
E01004379,9
E01004380,5
E01004381,5
E01004382,2
E01004383,1
E01004384,5
E01004385,4
E01004386,4
E01004388,8
E01004389,3
E01004391,127
E01004392,237
E01004393,89
E01004394,33
E01004395,10
E01004396,23
E01004397,421
E01004398,8
E01004399,3
E01004400,3
E01004401,24
E01004402,5
E01004403,9
E01004404,5
E01004405,12
E01004406,20
E01004407,14
E01004408,18
E01004409,24
E01004410,27
E01004411,53
E01004412,12
E01004413,7
E01004414,14
E01004415,1
E01004416,3
E01004417,4
E01004418,5
E01004419,4
E01004420,99
E01004421,6
E01004422,90
E01004423,32
E01004424,54
E01004425,38
E01004426,19
E01004427,31
E01004428,6
E01004429,25
E01004430,85
E01004432,14
E01004434,10
E01004435,23
E01004436,18
E01004437,12
E01004438,61
E01004439,9
E01004440,62
E01004441,6
E01004442,2
E01004443,58
E01004444,66
E01004445,16
E01004446,10
E01004447,6
E01004448,34
E01004449,16
E01004450,1
E01004451,2
E01004452,22
E01004453,7
E01004454,2
E01004455,25
E01004456,9
E01004457,13
E01004458,19
E01004459,6
E01004460,58
E01004462,16
E01004463,7
E01004464,14
E01004465,3
E01004466,7
E01004467,19
E01004468,4
E01004469,6
E01004470,22
E01004471,7
E01004472,2
E01004473,2
E01004474,99
E01004475,16
E01004476,34
E01004477,6
E01004478,2
E01004479,1
E01004480,4
E01004481,17
E01004482,2
E01004483,8
E01004484,5
E01004485,6
E01004486,4
E01004487,1
E01004488,2
E01004489,2
E01004490,4
E01004492,4
E01004494,4
E01004496,12
E01004497,2
E01004498,1
E01004499,3
E01004500,3
E01004501,2
E01004502,3
E01004503,3
E01004504,3
E01004506,11
E01004507,2
E01004508,5
E01004510,8
E01004511,1
E01004512,3
E01004513,10
E01004514,5
E01004515,4
E01004516,3
E01004517,6
E01004518,3
E01004519,1
E01004520,1
E01004521,1
E01004522,3
E01004523,7
E01004524,3
E01004525,269
E01004526,31
E01004527,3
E01004528,8
E01004529,7
E01004530,3
E01004531,2
E01004532,3
E01004533,1
E01004534,10
E01004535,5
E01004536,9
E01004537,11
E01004538,4
E01004539,13
E01004540,8
E01004541,7
E01004542,5
E01004543,10
E01004544,3
E01004545,36
E01004548,23
E01004549,6
E01004551,99
E01004552,185
E01004553,10
E01004554,7
E01004555,1
E01004556,4
E01004557,5
E01004558,4
E01004560,20
E01004563,14
E01004564,12
E01004565,9
E01004566,13
E01004567,10
E01004568,5
E01004569,12
E01004570,5
E01004571,1
E01004572,3
E01004573,5
E01004574,3
E01004575,4
E01004576,1
E01004577,6
E01004579,2
E01004580,7
E01004581,8
E01004583,8
E01004584,1
E01004585,6
E01004586,5
E01004587,3
E01004588,27
E01004589,1
E01004590,6
E01004591,12
E01004592,2
E01004593,7
E01004594,1
E01004596,6
E01004597,2
E01004598,1
E01004599,2
E01004601,6
E01004602,6
E01004604,2
E01004605,2
E01004606,5
E01004607,4
E01004608,8
E01004609,89
E01004610,9
E01004611,9
E01004612,10
E01004613,41
E01004614,4
E01004615,4
E01004616,5
E01004617,43
E01004618,5
E01004619,4
E01004621,4
E01004622,2
E01004623,1
E01004624,1
E01004626,9
E01004627,7
E01004628,3
E01004629,5
E01004632,1
E01004634,1
E01004636,1
E01004637,2
E01004639,2
E01004640,2
E01004641,3
E01004642,5
E01004643,5
E01004644,6
E01004645,2
E01004646,8
E01004647,19
E01004648,6
E01004649,30
E01004650,16
E01004651,24
E01004652,54
E01004653,49
E01004654,35
E01004656,37
E01004657,546
E01004658,440
E01004659,54
E01004660,129
E01004661,196
E01004662,80
E01004663,63
E01004665,9
E01004668,12
E01004669,14
E01004670,10
E01004674,11
E01004675,18
E01004676,8
E01004677,4
E01004678,6
E01004679,23
E01004680,109
E01004681,92
E01004682,149
E01004683,61
E01004684,75
E01004686,74
E01004687,53
E01004690,96
E01004691,240
E01004692,32
E01004693,21
E01004694,48
E01004695,149
E01004696,13
E01004697,14
E01004698,50
E01004699,176
E01004700,20
E01004701,9
E01004702,37
E01004703,53
E01004705,14
E01004706,5
E01004707,6
E01004708,7
E01004709,29
E01004710,31
E01004711,5
E01004712,248
E01004713,142
E01004714,2241
E01004715,241
E01004716,147
E01004717,150
E01004718,5
E01004719,3
E01004720,23
E01004721,14
E01004722,12
E01004723,11
E01004724,30
E01004725,37
E01004726,19
E01004727,244
E01004728,14
E01004729,8
E01004730,18
E01004731,815
E01004732,27
E01004733,907
E01004734,8666
E01004735,2506
E01004736,4786
E01004737,25
E01004740,21
E01004741,26
E01004742,19
E01004743,10
E01004744,33
E01004746,8
E01004747,25
E01004748,215
E01004749,146
E01004750,533
E01004751,30
E01004752,6
E01004753,18
E01004754,7
E01004755,20
E01004756,7
E01004757,18
E01004760,42
E01004761,1042
E01004762,1683
E01004763,11333
E01004765,1526
E01032512,25
E01032513,32
E01032562,2
E01032563,1
E01032564,3
E01032565,1
E01032566,1
E01032567,3
E01032568,11
E01032570,6
E01032572,4
E01032573,36
E01032574,25
E01032575,25
E01032576,1
E01032577,1
E01032579,44
E01032580,14
E01032581,13
E01032582,967
E01032583,457
E01032584,91
E01032623,2
E01032637,11
E01032638,7
E01032639,83
E01032640,67
E01032646,139
E01032719,68
E01032741,247
E01032742,39
E01032743,1
E01032744,15
E01032764,72
E01032765,7
E01032767,45
E01032768,12
E01032769,37
E01032770,6
E01032771,136
E01032772,8
E01032774,7
E01032776,17
E01032777,37
E01032779,2
E01032780,32
E01032781,7
E01032782,11
E01032783,7
E01032784,2
E01032785,6
E01032786,5
E01032787,3
E01032788,5
E01032789,2
E01032790,1
E01032803,62
E01032834,31
E01033030,19
E01033081,4
E01033082,6
E01033083,441
E01033084,41
E01033086,1
E01033098,34
E01033099,9
E01033100,25
E01033132,86
E01033133,3
E01033135,1
E01033146,5
E01033148,2
E01033150,2
E01033151,6
E01033208,115
E01033320,3
E01033322,10
E01033324,22
E01033325,11
E01033327,269
E01033341,21
E01033455,28
E01033456,12
E01033457,28
E01033463,5
E01033485,40
E01033486,13
E01033487,4
E01033488,54
E01033489,108
E01033490,87
E01033491,104
E01033493,4
E01033494,15
E01033569,5
E01033570,4
E01033571,2
E01033579,83
E01033580,11
E01033581,6
E01033584,17
E01033586,22
E01033587,23
E01033589,94
E01033590,2
E01033591,33
E01033593,47
E01033594,371
E01033597,18
E01033598,22
E01033599,8
E01033601,24
E01033602,34
E01033603,20
E01033604,105
E01033605,20
E01033699,263
E01033700,179
E01033702,16
E01033703,24
E01033704,223
E01033705,66
E01033706,548
E01033708,1204
E01033709,49
E01033710,7
E01033711,210
E01033712,145
E01033713,58
E01033727,66
E01033728,17
E01033729,3
E01033732,8
E01033734,3
E01033735,65
E01033736,2
E01033737,62
E01033738,23
E01033739,1
E01033741,4
E01033742,1
E01033743,9
E01033744,2
E01033745,4
E01033746,5
E01033784,11
E01033785,8
E01033786,7
E01033787,4
E01033788,4
E01033789,1
E01033790,1
E01033791,16
E01033792,1
E01033862,338
E01033863,47
E01033864,6
E01033865,93
E01033866,84
E01033867,273
E01033868,375
E01033869,34
E01033870,52
E01033871,69
E01033872,54
E01033873,276
E01033874,304
E01033875,84
E01033876,52
E01033877,36
E01033878,15
E01033879,31
E01033880,104
E01033881,50
E01033882,1
E01033883,17
E01033884,459
E01033885,101
E01033911,1
E01033912,1
E01033913,16
E01033915,2
E01033916,9
E01033917,1
E01033918,14
E01033919,3
E01033920,2
E01033922,4
E01033923,2
E01033924,8
E01033925,8
E01033926,14
E01033927,44
E01033928,3
E01033929,23
E01033930,3
E01033931,56
E01033932,4
E01033933,1
E01033934,1
E01033935,118
E01033936,111
E01033937,15
E01033938,20
E01033939,8
E01033940,115
E01033941,93
E01033942,435
E01033943,53
E01033944,242
E01033945,3
E01033946,11
E01034026,10
E01034027,5
E01034028,1
E01034029,11
E01034030,347
E01034031,6
E01034032,4
E01034033,8
E01034034,1
E01034036,64
E01034037,3
E01034038,26
E01034039,7
E01034040,29
E01034041,2
E01034042,7
E01034044,3
E01034045,2
E01034046,3
E01034139,4
E01034140,2
E01034141,6
E01034142,8
E01034143,117
E01034144,4
E01034145,214
E01034146,17
E01034147,3
E01034148,33
E01034149,62
E01034150,81
E01034151,6
E01034152,9
E01034154,2
E01034155,33
E01034156,183
E01034173,3
E01034174,14
E01034175,9
E01034176,1
E01034177,3
E01034178,10
E01034179,67
E01034180,12
E01034181,22
E01034182,50
E01034183,2
E01034184,3
E01034185,12
E01034186,18
E01034187,58
E01034188,228
E01034189,9
E01034190,5
E01034191,7
E01034192,24
E01034193,10
E01034194,1
E01034195,4
E01034196,9
E01034198,22
E01034199,17
E01034200,519
E01034201,5
E01034202,22
E01034203,38
E01034204,9
E01034205,43
E01034206,13
E01034207,9
E01034208,24
E01034209,111
E01034210,18
E01034211,50
E01034212,37
E01034213,64
E01034214,49
E01034215,69
E01034216,24
E01034217,99
E01034218,39
E01034219,62
E01034220,1643
E01034221,39
E01034222,120
E01034223,49
E01034224,9
E01034225,34
E01034226,5
E01034227,7
E01034228,13
E01034229,75
E01034230,6
E01034231,4
E01034383,30
E01034384,1
E01034385,40
E01034386,109
E01034387,30
E01034388,13
E01034389,24
E01034390,17
E01034391,21
E01034392,35
E01034393,75
E01034394,203
E01034395,28
E01034469,4
E01034470,1
E01034471,15
E01034472,1
E01034473,242
E01034474,162
E01034475,6
E01034476,6
E01034477,1
E01034478,1
E01034479,13
E01034480,4
E01034481,7
E01034482,23
E01034483,19
E01034484,134
E01034485,31
E01034486,38
E01034487,11
E01034488,3
E01034576,1
E01034577,3
E01034578,4
E01034579,8
E01034580,7
E01034581,40
E01034589,8
E01034590,2
E01034591,14
E01034592,13
E01034593,3
E01034594,1
E01034595,4
E01034596,9
E01034597,8
E01034598,67
E01034599,2
E01034600,13
E01034602,105
E01034604,4
E01034606,6
E01034607,16
E01034608,22
E01034609,23
E01034610,5
E01034612,45
E01034613,3
E01034614,1
E01034615,2
E01034616,38
E01034617,8
E01035484,16
E01035485,32
E01035486,12
E01035487,2
E01035488,6
E01035489,3
E01035490,6
E01035491,15
E01035492,1
E01035493,11
E01035494,4
E01035495,77
E01035496,67
E01035497,11
E01035498,41
E01035499,5
E01035638,51
E01035639,81
E01035640,21
E01035641,67
E01035642,47
E01035643,35
E01035644,5
E01035645,44
E01035646,24
E01035647,6
E01035648,11
E01035649,78
E01035650,124
E01035651,24
E01035652,173
E01035653,17
E01035654,16
E01035655,172
E01035656,27
E01035657,126
E01035658,13
E01035659,11
E01035660,44
E01035661,24
E01035662,3
E01035663,16
E01035664,438
E01035665,72
E01035666,10
E01035667,30
E01035668,28
E01035669,262
E01035670,143
E01035671,4
E01035672,14
E01035673,5
E01035674,24
E01035675,92
E01035676,17
E01035677,8
E01035678,4
E01035679,6
E01035680,5
E01035681,7
E01035682,8
E01035683,3
E01035684,2
E01035685,1
E01035686,62
E01035687,87
E01035688,23
E01035689,31
E01035690,9
E01035691,15
E01035692,3
E01035693,5
E01035694,24
E01035695,9
E01035696,132
E01035697,18
E01035698,3
E01035699,3
E01035700,3
E01035701,4
E01035702,24
E01035703,12
E01035704,8
E01035705,21
E01035706,7
E01035707,57
E01035708,506
E01035709,54
E01035710,333
E01035711,1311
E01035712,64
E01035713,221
E01035714,24
E01035715,12
E01035716,13742
E01035717,20
E01035718,809
E01035719,21
E01035720,15
E01035721,261
E01035722,20
E01002138,0
E01002207,0
E01002197,0
E01002241,0
E01002143,0
E01002173,0
E01002178,0
E01002195,0
E01002149,0
E01002196,0
E01002115,0
E01002152,0
E01002190,0
E01002134,0
E01003866,0
E01003902,0
E01003859,0
E01003879,0
E01003898,0
E01003890,0
E01003846,0
E01003800,0
E01003813,0
E01003901,0
E01003881,0
E01003904,0
E01003910,0
E01003880,0
E01003900,0
E01003903,0
E01003824,0
E01003836,0
E01003822,0
E01003830,0
E01003826,0
E01003816,0
E01034043,0
E01002602,0
E01033000,0
E01034035,0
E01002658,0
E01002659,0
E01002653,0
E01002617,0
E01002674,0
E01002687,0
E01002577,0
E01002618,0
E01003159,0
E01003162,0
E01003138,0
E01003069,0
E01003147,0
E01003168,0
E01033582,0
E01001497,0
E01001392,0
E01001469,0
E01001525,0
E01001414,0
E01001416,0
E01001420,0
E01001531,0
E01000081,0
E01000054,0
E01033921,0
E01000133,0
E01000226,0
E01000137,0
E01000224,0
E01000286,0
E01033914,0
E01000142,0
E01000176,0
E01000291,0
E01000292,0
E01000191,0
E01000267,0
E01000152,0
E01000263,0
E01000285,0
E01000231,0
E01000200,0
E01000232,0
E01000247,0
E01000173,0
E01000234,0
E01000123,0
E01000241,0
E01000283,0
E01000275,0
E01000118,0
E01000266,0
E01000276,0
E01000280,0
E01000256,0
E01000261,0
E01000255,0
E01000228,0
E01000246,0
E01000254,0
E01000279,0
E01001319,0
E01001223,0
E01001292,0
E01001198,0
E01001305,0
E01001295,0
E01001201,0
E01001204,0
E01001217,0
E01001232,0
E01001306,0
E01001300,0
E01001313,0
E01001317,0
E01001350,0
E01001218,0
E01001264,0
E01001329,0
E01001339,0
E01000411,0
E01000456,0
E01000396,0
E01000357,0
E01000463,0
E01000326,0
E01000409,0
E01000415,0
E01000455,0
E01000337,0
E01000341,0
E01000422,0
E01000342,0
E01000371,0
E01000436,0
E01000437,0
E01000450,0
E01000345,0
E01000348,0
E01000364,0
E01000443,0
E01000354,0
E01000372,0
E01000384,0
E01000424,0
E01000380,0
E01000425,0
E01000349,0
E01000402,0
E01000427,0
E01000412,0
E01000420,0
E01000461,0
E01000339,0
E01000387,0
E01000351,0
E01000375,0
E01000406,0
E01000407,0
E01000460,0
E01000344,0
E01000346,0
E01000352,0
E01000350,0
E01000361,0
E01000331,0
E01000386,0
E01000405,0
E01000381,0
E01004143,0
E01004082,0
E01004133,0
E01004155,0
E01004098,0
E01004117,0
E01004151,0
E01004172,0
E01004190,0
E01004096,0
E01004132,0
E01034153,0
E01004162,0
E01004163,0
E01004122,0
E01004135,0
E01004194,0
E01004175,0
E01004157,0
E01004154,0
E01004158,0
E01004136,0
E01004168,0
E01004159,0
E01004165,0
E01004119,0
E01004100,0
E01004120,0
E01004161,0
E01004087,0
E01004147,0
E01004091,0
E01004097,0
E01004095,0
E01004180,0
E01004092,0
E01004106,0
E01004084,0
E01004114,0
E01002842,0
E01034611,0
E01002409,0
E01002491,0
E01002415,0
E01002418,0
E01002404,0
E01034605,0
E01002539,0
E01002425,0
E01002482,0
E01034601,0
E01002459,0
E01002464,0
E01002509,0
E01034603,0
E01002462,0
E01002548,0
E01002430,0
E01002434,0
E01002440,0
E01002533,0
E01002499,0
E01002438,0
E01000669,0
E01000707,0
E01000795,0
E01000700,0
E01000789,0
E01000682,0
E01000726,0
E01000822,0
E01000833,0
E01000811,0
E01000673,0
E01000773,0
E01000808,0
E01000651,0
E01000734,0
E01000758,0
E01000767,0
E01000794,0
E01000839,0
E01000716,0
E01000766,0
E01000681,0
E01000793,0
E01000655,0
E01000814,0
E01000686,0
E01000723,0
E01000731,0
E01000732,0
E01000653,0
E01000659,0
E01000772,0
E01000809,0
E01000757,0
E01000791,0
E01000688,0
E01000697,0
E01000832,0
E01000685,0
E01000818,0
E01000656,0
E01000749,0
E01002969,0
E01002980,0
E01002985,0
E01002998,0
E01002975,0
E01002942,0
E01002915,0
E01002996,0
E01002989,0
E01002943,0
E01002940,0
E01002991,0
E01002944,0
E01002947,0
E01002951,0
E01002938,0
E01002957,0
E01002924,0
E01002962,0
E01003005,0
E01003006,0
E01002925,0
E01002986,0
E01002994,0
E01002926,0
E01002976,0
E01002917,0
E01002920,0
E01002981,0
E01002995,0
E01002956,0
E01002950,0
E01002953,0
E01003000,0
E01004633,0
E01004546,0
E01004491,0
E01004495,0
E01004550,0
E01004620,0
E01004631,0
E01004630,0
E01004582,0
E01004559,0
E01004505,0
E01004635,0
E01004547,0
E01004493,0
E01004625,0
E01004595,0
E01004638,0
E01000003,0
E01000005,0
E01000001,0
E01000002,0
E01032740,0
E01032739,0
E01003761,0
E01003644,0
E01003754,0
E01003753,0
E01003771,0
E01003784,0
E01033592,0
E01003762,0
E01003671,0
E01003724,0
E01003747,0
E01003660,0
E01004387,0
E01004390,0
E01004356,0
E01001144,0
E01000982,0
E01001141,0
E01000978,0
E01000983,0
E01001066,0
E01001185,0
E01001040,0
E01001025,0
E01001059,0
E01001126,0
E01001009,0
E01001128,0
E01032569,0
E01001099,0
E01001024,0
E01001029,0
E01001120,0
E01001080,0
E01001096,0
E01001039,0
E01001106,0
E01001119,0
E01001038,0
E01000991,0
E01001069,0
E01001098,0
E01001101,0
E01001108,0
E01001071,0
E01001022,0
E01001015,0
E01001070,0
E01001105,0
E01001067,0
E01001107,0
E01001017,0
E01001021,0
E01001027,0
E01001060,0
E01001072,0
E01001121,0
E01000637,0
E01000569,0
E01000573,0
E01000566,0
E01000582,0
E01000562,0
E01000590,0
E01000539,0
E01000622,0
E01001878,0
E01001905,0
E01001906,0
E01001907,0
E01001935,0
E01033740,0
E01001596,0
E01001685,0
E01001614,0
E01001605,0
E01003238,0
E01003224,0
E01003311,0
E01003280,0
E01003350,0
E01003271,0
E01003369,0
E01003399,0
E01003472,0
E01003388,0
E01003411,0
E01003438,0
E01003429,0
E01003466,0
E01003412,0
E01003467,0
E01003362,0
E01003465,0
E01032775,0
E01000885,0
E01001967,0
E01002378,0
E01002318,0
E01002267,0
E01002341,0
E01002283,0
E01002295,0
E01002362,0
E01002256,0
E01002278,0
E01002317,0
E01002327,0
E01002286,0
E01002320,0
E01002323,0
E01002343,0
E01002363,0
E01002307,0
E01002331,0
E01002328,0
E01002255,0
E01002269,0
E01002265,0
E01002270,0
E01002349,0
E01002254,0
E01002252,0
E01002253,0
E01002389,0
E01002260,0
E01002268,0
E01002259,0
E01002391,0
